Tipo;Categoría;Nombre;Dirección;C.Postal;Provincia;Municipio;Localidad;Nucleo;Teléfono 1;Teléfono 2;Teléfono 3;Fax;Email;web;Q Calidad
Restaurante / Bar;2;EL PINAR;CTRA. VALLADOLID, KM. 1,3;5004;Ávila;Ávila;AVILA;AVILA;90332737;656804856;;;;;
Restaurante;1;GRAN MURALLA;C/ SAN SEGUNDO, 18;5000;Ávila;Ávila;AVILA;AVILA;920250226;609646590;;;;;
Restaurante;1;SAN FRANCISCO;PLAZA SAN FRANCISCO Nº 2;5005;Ávila;Ávila;AVILA;;920226525;920255801;;920255801;;;
Restaurante;2;LAS CANCELAS;CRUZ VIEJA Nº 6;5001;Ávila;Ávila;AVILA;AVILA;920 212249;920 212250;;;;;
Restaurante / Bar;2;VALLE DE IRUELAS;LAS CRUCERAS S/N;5110;Ávila;Barraco (El);BARRACO (EL);PUENTE DE LA GAZNATA;920287251;;;;;;
Restaurante;2;LOS CISNES;CARRETERA DE LA CORUÑA KM. 117;5296;Ávila;Orbita;ORBITA;;920300061;;;;;;
Restaurante;1;LA TAPERIA;CARRETERA DEL BARCO Nº 15;5634;Ávila;Hoyos del Espino;HOYOS DEL ESPINO;;920349094;;;;;;
Restaurante;1;GREDOS;CARRETERA DEL BARCO S/N;5634;Ávila;Hoyos del Espino;HOYOS DEL ESPINO;;920349006;;;;;;
Restaurante;2;LA GALANA;CTRA. HOYOS DEL ESPINO-PLATAFORMA;5634;Ávila;Hoyos del Espino;HOYOS DEL ESPINO;;920207523;;;;lagalanagredos@hotmail.com;;
Restaurante;1;EL DESCANSO;ARROYO DE LA PARRA;5110;Ávila;Barraco (El);BARRACO (EL);;920281657;;;;;;
Restaurante;1;BOCATTI;SAN SEGUNDO, 26;5000;Ávila;Ávila;AVILA;;920251080;;;;;;
Restaurante;1;SIGLO DOCE;PLAZA DE LA CATEDRAL, 6;5001;Ávila;Ávila;AVILA;AVILA;920252885;;;;;;
Restaurante / Bar;1;VENTA EL SOTO;CARRETERA DE BURGOHONDO Nº 17;5002;Ávila;Ávila;AVILA;AVILA;920229587;920254420;;;;;
Restaurante / Bar;1;CASA VICTORIA;PLAZA DE LA CONSTITUCION S/N;5115;Ávila;Navarrevisca;NAVARREVISCA;NAVARREVISCA;920289254;;;;;;
Restaurante;1;XI HU;AVENIDA DE MADRID, 54;5000;Ávila;Ávila;AVILA;;920229864;;;;;;
Restaurante;1;MESON SAN NICOLAS;PLAZA SAN NICOLAS Nº 6;5220;Ávila;Madrigal de las Altas Torres;MADRIGAL DE LAS ALTAS TORRES;MADRIGAL DE LAS ALTAS TORRES;920320614;;;;;;
Restaurante / Bar;1;LA ALACENA-ARCHY;VALLESPIN Nº 5;5001;Ávila;Ávila;AVILA;AVILA;920225230;;;;;;
Restaurante / Bar;1;MESON EL PARADOR;CARRETERA TOLEDO-AVILA, Nº 18;5260;Ávila;Cebreros;CEBREROS;;918631141;;;;;;
Restaurante / Bar;1;CAMPING GREDOS HOYOCASERO;LOS TALLERES, 6;5123;Ávila;Hoyocasero;HOYOCASERO;HOYOCASERO;920293150;686966416;;;camping@gredoshoyocasero.com;;
Restaurante / Bar;1;VAQUERO;C/CONCEPCION, Nº 6;5510;Ávila;Santa María del Berrocal;SANTA MARIA DEL BERROCAL;SANTA MARIA DEL BERROCAL;920367193;;;;;;
Restaurante;1;EL PASO;CABALLEROS, Nº 12;5001;Ávila;Ávila;AVILA;AVILA;920228559;;;;;;
Restaurante;2;EL FIGÓN DE ARÉVALO;C/ HUERTA DEL MARQUES, 2;5200;Ávila;Arévalo;AREVALO;AREVALO;920301876;;;;;;
Restaurante;1;EL RODEO;CARRETERA DE CHILLA, KM. 2,700;5480;Ávila;Candeleda;CANDELEDA;CANDELEDA;920381003;;;;;;
Restaurante;1;CHINO CASA DE XU;VIRGEN DE LOS REMEDIOA Nº 2;5420;Ávila;Sotillo de la Adrada;SOTILLO DE LA ADRADA;;918660751;;;;;;
Restaurante;1;PRISMA;PASEO DE SAN ROQUE Nº 16;5000;Ávila;Ávila;AVILA;;920225900;;;;;;
Restaurante;1;EL PASO;LA IGLESIA Nº 1;5520;Ávila;Padiernos;PADIERNOS;PADIERNOS;920265300;;;;;;
Restaurante;1;LA GAZNATA;PUENTE LA GAZNATA;5110;Ávila;Barraco (El);BARRACO (EL);PUENTE DE LA GAZNATA;920281729;;;;;;
Restaurante;1;RUINAS DE ULACA;GENERALISIMO, 7;5130;Ávila;Solosancho;SOLOSANCHO;;920291023;;;;;;
Restaurante / Bar;1;LA GOLONDRINA;PLAZA ESPAÑA, 5;5400;Ávila;Arenas de San Pedro;ARENAS DE SAN PEDRO;ARENAS DE SAN PEDRO;610751622;;;;;;
Restaurante;1;REBOJOS;C/DEL BARCO Nº 2;5500;Ávila;Piedrahíta;PIEDRAHITA;;920360458;;;;;;
Restaurante;1;FELIPE;PUERTA DE AVILA Nº 7;5500;Ávila;Piedrahíta;PIEDRAHITA;;920361072;;;;;;
Restaurante;2;DON PACO;CARRETERA N-VI, KM. 135;5297;Ávila;Palacios de Goda;PALACIOS DE GODA;PALACIOS DE GODA;920308143;;;;;;
Restaurante;1;MESON JARA;SAN JUAN DE LA CRUZ, 8;5480;Ávila;Candeleda;CANDELEDA;CANDELEDA;920380650;;;;;;
Restaurante;1;PIZZERIA DE ANTAÑO;C/TIETAR, Nº 48;5420;Ávila;Sotillo de la Adrada;SOTILLO DE LA ADRADA;SOTILLO DE LA ADRADA;918668470;;;;;;
Restaurante;2;LA ESTACION;CARRETERA DE SALAMANCA, KM. 23;5164;Ávila;Riocabado;RIOCABADO;;920240560;;;;;;
Restaurante;1;LOS ALAMOS;CARRETERA DE CASILLAS, 120;5420;Ávila;Sotillo de la Adrada;SOTILLO DE LA ADRADA;;918661599;;;;;;
Restaurante;2;LAS PALMERAS;C/QUIÑON, S/N.;5420;Ávila;Sotillo de la Adrada;SOTILLO DE LA ADRADA;;918660505;;;;;;
Restaurante / Bar;1;EL FOGON DE AUREA;PROGRESO, 22;5440;Ávila;Piedralaves;PIEDRALAVES;PIEDRALAVES;918666478;;;;;;
Restaurante / Bar;1;EL PASAJE;CHORRO SAN BARTOLOME, 19;5450;Ávila;Casavieja;CASAVIEJA;CASAVIEJA;918678812;;;;;;
Restaurante / Cafetería / Bar;2;TROPICANA;C/JUAN DE YEPES, Nº 11;5002;Ávila;Ávila;AVILA;AVILA;920251744;;;;;;
Restaurante;1;EL FOGON;C/LA RAMA, Nº 19;5428;Ávila;Casillas;CASILLAS;;918667007;;;;;;
Restaurante;2;MOGAMBO;ANICETO MARINAS, 27;5230;Ávila;Navas del Marqués (Las);NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);918972400;;;;;;
Restaurante;1;LA TRUCHA;VENTA RASQUILLA, S/;5132;Ávila;San Martín del Pimpollar;SAN MARTIN DEL PIMPOLLAR;;920207469;;;;;;
Restaurante;1;ESTACION;ESTACION RENFE;5230;Ávila;Navas del Marqués (Las);NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);918970127;;;;;;
Restaurante;1;PISCINA LA CABAÑA;CTRA. ALCORCÓN-PLASENCIA, KM. 85,5;5430;Ávila;Adrada (La);ADRADA (LA);ADRADA (LA);918670308;;;;lacabana2@terra.es;wwwlacabaña.es;
Restaurante / Bar;1;VENTA LA COLMENA;CTRA. BRIEVA. KM. 2;5194;Ávila;Ávila;BRIEVA-VICOLOZANO;VICOLOZANO;920259007;;;;;;
Restaurante / Bar;1;LA GALERIA;C/ERMITA, Nº 16;5100;Ávila;Navaluenga;NAVALUENGA;;920298431;;;;;;
Restaurante / Bar;1;EL GAVILAN;PLAZA DEL GENERALÍSIMO, N º 5;5460;Ávila;Gavilanes;GAVILANES;GAVILANES;920384950;;;;;;
Restaurante;1;EL PESCA II;C/JULIO ARENILLAS, S/N;5240;Ávila;Navalperal de Pinares;NAVALPERAL DE PINARES;;918980753;;;;;;
Restaurante / Bar;1;EL TROPEZON;CTRA. DEL CAMPING, S/N.;5417;Ávila;Guisando;GUISANDO;GUISANDO;920374233;637824964;;;;;
Restaurante;1;EL CASINO;C/PASION, Nº 2,1º;5600;Ávila;Barco de Ávila (El);BARCO DE AVILA (EL);;920341086;;;;;;
Restaurante;2;SANJUANIEGO;C/RIO ADAJA, Nº 2;5004;Ávila;Ávila;AVILA;;920222009;;;;;;
Restaurante / Bar;1;TAXCO;C/ CASTOR ROBLEDO, 4;5440;Ávila;Piedralaves;PIEDRALAVES;PIEDRALAVES;649816358;;;;;;
Restaurante;1;LA VERBENA DE LOS DIVINOS;SARGENTOS PROVISIONALES, 5;5490;Ávila;Lanzahíta;LANZAHITA;;920378764;;;;;;
Restaurante;1;DON MESON;AVENIDA DE LOURDES, Nº 6;5400;Ávila;Arenas de San Pedro;ARENAS DE SAN PEDRO;ARENAS DE SAN PEDRO;920371582;664531796;;;;;
Restaurante;1;LA PERDIGUERA;AVDA. JOSE ANTONIO, S/N;5250;Ávila;Hoyo de Pinares (El);HOYO DE PINARES (EL);HOYO DE PINARES (EL);918638544;;;;;;
Restaurante;1;CAMPING LOS GALAYOS;PARAJE LINAREJO, S/N.;5417;Ávila;Guisando;GUISANDO;;920374021;;;;;;
Restaurante;1;GOMEZ;CTRA. AVILA-SALAMANCA, S/N;5309;Ávila;Crespos;CHAHERRERO;;920244278;;;;;;
Restaurante / Bar;1;LA GUILERA;CTRA. NAVALONGUILLA-NAVALGUIJO, 1;5698;Ávila;Navalonguilla;NAVALONGUILLA;NAVALONGUILLA;920343923;626757876;;;campinglaguilera@yahoo.es;www.laguilera.waju.com;
Restaurante / Bar;1;PEGGY SUE'S;C/ RUA, 5;24003;León;León;LEON;LEON;987043589;;;;;;
Restaurante;2;EL BESUGO;Calle AZABACHERIA, 10;24003;León;León;LEON;LEON;987256995;;;;;;
Restaurante / Bar;2;MODERNO;AVDA. CONSTITUCION, 97;24800;León;Cistierna;CISTIERNA;CISTIERNA;987701138;987701061;;;;;
Restaurante / Bar;2;NUEVO RACIMO DE ORO;Plaza SAN MARTIN, 8;24003;León;León;LEON;LEON;987214767;987260146;;987214840;n.racimo@fontun.com.;http:wwwfontun.com/nuevoracimo.;
Restaurante;1;LA GITANA;CARNICERIAS, 5;24003;León;León;LEON;;987256035;;;;;;
Restaurante;2;PRINCIPAL;SAN MARCELO, PLAZA, 16;24003;León;León;LEON;;987236044;;;;;;
Restaurante;2;LA RUTA GALLEGA;AVDA. LA BAÑEZA, Nº 24;24794;León;Riego de la Vega;RIEGO DE LA VEGA;RIEGO DE LA VEGA;648498438;;;987605519;;;
Restaurante / Bar;1;LA MAZMORRA;JUAN DE ARFE, 2;24003;León;León;LEON;LEON;987236484;;;;;;
Restaurante;1;LA POVEDA;RAMIRO VALBUENA, 9;24002;León;León;LEON;LEON;987227155;696444266;;;;WWW.RESTAURANTELAPOVEDA.ES;
Restaurante;2;LOS ANGELES;CTRA. MADRID-CORUÑA, KM. 292;24790;León;Roperuelos del Páramo;VALCABADO DEL PARAMO;VALCABADO DEL PARAMO;987666205;;;987666182;;;
Restaurante / Bar;1;CUBASOL;SR. OVALLE, 10;24700;León;Astorga;ASTORGA;ASTORGA;987616489;;;;;;
Restaurante;1;DAVICIN;AVDA. FERROCARRIL, 16;24400;León;Ponferrada;PONFERRADA;;987401450;;;;;;
Restaurante;1;LA BERCIANA;C/ MAGIN G. REVILLO, Nº 4;24700;León;Astorga;ASTORGA;ASTORGA;987618465;;;;;;
Restaurante;1;LA PALOMA;PIO GULLON, 16;24700;León;Astorga;ASTORGA;;987616863;;;;;;
Restaurante / Bar;2;SAN CRISTOBAL;CTRA. MADRID-CORUÑA, KM. 303;24750;León;Bañeza (La);BAÑEZA (LA);BAÑEZA (LA);987641068;;;;;;
Restaurante / Bar;2;BUEN SUCESO;CTRA. GIJON;24609;León;Pola de Gordón (La);HUERGAS DE GORDON;HUERGAS DE GORDON;987755855;;;;;;
Restaurante;1;CALIFORNIA;Calle REAL, 75;24400;León;Ponferrada;PONFERRADA;PONFERRADA;987411028;;;;;;
Restaurante;2;LA HORNAGUERA;CTRA. ADANERO-GIJON;24660;León;Pola de Gordón (La);CIÑERA;CIÑERA;987584133;671284820;;;;;
Restaurante;2;AZUL MONTEARENAS;CTRA. N-VI, KM. 380;24400;León;Ponferrada;PONFERRADA;PONFERRADA;987417012;987424734;;987424821;;;
Restaurante / Bar;1;MESON QUIÑONES;LA CUESTA, 1;24395;León;San Justo de la Vega;CELADA;;987615599;;;987602143;;;
Restaurante;2;ORIENTAL;CTRA. MADRID-CORUÑA, KM. 303;24750;León;Bañeza (La);BAÑEZA (LA);BAÑEZA (LA);987641700;;;;;;
Restaurante;1;CASA BENITO;MAYOR, PLAZA, 20;24003;León;León;LEON;;987255030;;;;;;
Restaurante / Bar;1;CENTRAL;Plaza NEGRILLON 23;24850;León;Boñar;BOÑAR;BOÑAR;987741510;;;;;;
Restaurante / Bar;1;VENTA CASIMIRO;Carretera GENERAL NACIONAL 630 S/N;24690;León;Villamanín;ARBAS DEL PUERTO;ARBAS DEL PUERTO;671322822;;;;;;
Restaurante;2;ESPAÑOL;ISAAC GARCIA QUIROS, 3;24200;León;Valencia de Don Juan;VALENCIA DE DON JUAN;VALENCIA DE DON JUAN;987000000;;;;;;
Restaurante;1;SAN MIGUEL;Calle LUCIANA FERNANDEZ, 2;24400;León;Ponferrada;PONFERRADA;PONFERRADA;987411047;;;;;;
Restaurante;1;STOP;CTRA. MADRID-CORUÑA, 35;24700;León;Astorga;ASTORGA;ASTORGA;987616016;;;;;;
Restaurante;1;CASA MARCELO;POSTIGO, 1;24210;León;Mansilla de las Mulas;MANSILLA DE LAS MULAS;MANSILLA DE LAS MULAS;987310930;;;;;;
Restaurante / Bar;1;PICOS DE EUROPA;Calle C/ ALCALDE MIGUEL CASTAÑO, 31;24005;León;León;LEON;LEON;987207372;;;;;;
Restaurante;1;GUNDIN;ISIDRO RUEDA, 5;24400;León;Ponferrada;PONFERRADA;;987411006;;;;;;
Restaurante;2;MESON CONDE LUNA;GENERAL LAFUENTE, 5;24003;León;León;LEON;LEON;987206600;;;987212752;;;
Restaurante;2;SAMOA;Calle ALTO DE LEON, 1;24200;León;Valencia de Don Juan;VALENCIA DE DON JUAN;VALENCIA DE DON JUAN;987750336;;;;;;
Restaurante;1;PARIS;PZA. OBISPO ALCOLEA, 4;24700;León;Astorga;ASTORGA;ASTORGA;987616013;;;;;;
Restaurante;1;CASA BLANCA;Carretera CTRA. CABOALLES S/N;24120;León;Soto y Amío;CANALES-LA MAGDALENA;CANALES-LA MAGDALENA;987581011;;;;;;
Restaurante / Bar;2;DELFIN;CTRA. MADRID-CORUÑA, KM. 326;24700;León;Astorga;ASTORGA;ASTORGA;987602414;;;987615016;delfin-restaurant@hotmail.com;www.hostalrestaurantedelfin.com;
Restaurante;1;MESON EL FIELATO;ASTURIAS, AVENIDA, 79;24008;León;León;LEON;LEON;987225089;;;;;;
Restaurante;2;EL DELFIN VERDE;CTRA. DE LEON;24226;León;Villasabariego;VILLARENTE;VILLARENTE;987312065;;;;;;
Restaurante;1;MADRID;FELIX RODRIGUEZ DE LA FUENTE, 16;24855;León;Puebla de Lillo;PUEBLA DE LILLO;PUEBLA DE LILLO;987731013;987731168;;;;;
Restaurante;1;TELENO;DUQUE DE AHUMADA, 3;24700;León;Astorga;ASTORGA;ASTORGA;987615680;;;;;;
Restaurante / Bar;1;EL MARAGATO;CTRA. MADRID-CORUÑA, 386 (PEÑICAS);24700;León;Astorga;ASTORGA;ASTORGA;637409412;;;;;;
Restaurante / Bar;2;LA TORRE;CTRA. PONFERRADA-ORENSE, KM. 32;24380;León;Puente de Domingo Flórez;PUENTE DE DOMINGO FLOREZ;PUENTE DE DOMINGO FLOREZ;987460081;987460589;;987460081;;;
Restaurante;1;VILLARROSA;Plaza DEL AYUNTAMIENTO, 12;24420;León;Fabero;FABERO;FABERO;987550519;;;;;;
Restaurante;1;MESON EL BURGO;Calle BURGO NUEVO, 46;24001;León;León;LEON;LEON;987206402;;;;;;
Restaurante;1;LA PARADA;CARRETERA DE ASTORGA, KM. 4;24010;León;San Andrés del Rabanedo;TROBAJO DEL CAMINO;;987802542;;;;;;
Restaurante / Bar;1;LUNA;CTRA. CABOALLES, 2;24191;León;San Andrés del Rabanedo;SAN ANDRES DEL RABANEDO;SAN ANDRES DEL RABANEDO;987225164;;;;;;
Restaurante;1;LA PISCINA;POLIDEPORTIVO;24280;León;Benavides;BENAVIDES DE ORBIGO;BENAVIDES DE ORBIGO;987370120;;;;;;
Restaurante;2;EL PADRINO;Calle DOCTOR AREN, 17;24500;León;Villafranca del Bierzo;VILLAFRANCA DEL BIERZO;VILLAFRANCA DEL BIERZO;987540075;;;;;;
Restaurante;2;PUERTO MANZANAL;Carretera CTRA. MADRID-CORUÑA, KM. 345 S/N;24369;León;Villagatón;MANZANAL DEL PUERTO;MANZANAL DEL PUERTO;987607333;;;;;;
Restaurante;1;LA VENTA DE GETINO;Carretera CTRA. LEON-COLLANZO, KM. 41;24837;León;Cármenes;GETINO;GETINO;987576424;;;;;;
Restaurante / Bar;1;VENECIA;CTRA. MADRID-CORUÑA;24500;León;Villafranca del Bierzo;VILLAFRANCA DEL BIERZO;VILLAFRANCA DEL BIERZO;987540311;;;;;;
Restaurante / Bar;1;GALICIA;REAL Nº 9;24794;León;Riego de la Vega;TORAL DE FONDO;TORAL DE FONDO;987632386;987605540;;987605540;;;
Restaurante;2;SAN JOSE;Carretera CTRA. MADRID-CORUÑA, KM. 292;24791;León;Roperuelos del Páramo;MOSCAS DEL PARAMO;MOSCAS DEL PARAMO;987666055;;;;;;
Restaurante / Bar;2;EL REBECO;CTRA. VILLANUEVA, S/N;24220;León;Valderas;VALDERAS;VALDERAS;987763116;;;;;;
Restaurante / Bar;2;ASTURIAS;CERVANTES, 5;24198;León;Valverde de la Virgen;VIRGEN DEL CAMINO (LA);VIRGEN DEL CAMINO (LA);987300005;629584173;;;;;
Restaurante / Bar;1;CASA IBAÑEZ;Calle CERVANTES, 4;24198;León;Valverde de la Virgen;VIRGEN DEL CAMINO (LA);VIRGEN DEL CAMINO (LA);987300006;;;;;;
Restaurante;2;LA PAZ;CTRA. MADRID-CORUÑA, KM. 322;24395;León;San Justo de la Vega;CELADA;;987615277;987602123;;987617503;;;
Restaurante;1;COTO;CTRA. CAMPAMENTO FERRAL;24282;León;San Andrés del Rabanedo;FERRAL DEL BERNESGA;FERRAL DEL BERNESGA;987220950;;;;;;
Restaurante;2;LA BARCA;POLIDEPORTIVO S/N;24350;León;Villarejo de Órbigo;VEGUELLINA DE ORBIGO;;987374183;;;;;;
Restaurante;2;LA PUERTA;CTRA. N-601, KM. 299;24330;León;Santas Martas;SANTAS MARTAS;;987314199;;;;;;
Restaurante / Bar;1;LLAMBRION;C/ LA BOLENGA, 8;24270;León;Carrizo;CARRIZO DE LA RIBERA;CARRIZO DE LA RIBERA;987358101;;;;;;
Restaurante;2;PEÑICAS;AVDA. MADRID-CORUÑA, Nº 420;24716;León;Astorga;ASTORGA;ASTORGA;987616049;;;;;;
Restaurante;2;MESON REAL;CTRA. PONFERRADA-ASTORGA;24413;León;Molinaseca;MOLINASECA;MOLINASECA;987453166;;;;;;
Restaurante / Cafetería;2;SALENCIAS;ESTACION INVERNAL DE SAN ISIDRO;24855;León;Puebla de Lillo;PUEBLA DE LILLO;PUEBLA DE LILLO;638398970;;;;;;
Restaurante;2;EL RABIZO;CTRA. N-630, KM. 121,3;24640;León;Robla (La);ROBLA (LA);;987572386;987572025;;987572089;;;
Restaurante / Bar;2;ARROZ DE ORO;PL. DEL POLIDEPORTIVO, 10;24640;León;Robla (La);ROBLA (LA);ROBLA (LA);987264363;;;;;;
Restaurante;2;LA MONTAÑA;C/Camino de Santiago, 17;24226;León;Villasabariego;VILLARENTE;VILLARENTE;987312161;;;;;;
Restaurante;2;LA VENTA DEL REMELLAN;Carretera CTRA. TARNA-BOÑAR, KM. 5;24853;León;Boñar;BOÑAR;BOÑAR;987741557;;;;;;
Restaurante;1;LA COCINA;LOPEZ CASTRILLON, 10;24003;León;León;LEON;LEON;987236021;;;;;;
Restaurante;2;AMERICA;Calle ELADIA BAILINA, 21;24400;León;Ponferrada;PONFERRADA;PONFERRADA;987411002;;;;;;
Restaurante / Bar;2;FILOSOFIA;CTRA. ADANERO-GIJON, KM. 12;24226;León;Villasabariego;VILLARENTE;VILLARENTE;987312164;;;;;;
Restaurante;2;LA COMTIENDA;PLAZA SAN MARTIN, 9 - ESQUINA MULHACIN;24003;León;León;LEON;LEON;987210561;987278909;;;beatriz@pizzerialacompetencia.com;;
Restaurante;2;EL EJE;Calle SAN JUAN DE DIOS, S/N;24191;León;San Andrés del Rabanedo;SAN ANDRES DEL RABANEDO;SAN ANDRES DEL RABANEDO;987233041;;;;;;
Restaurante / Bar;1;LA ESPADA;Avda. del Paramo, nº 51;24350;León;Villarejo de Órbigo;VEGUELLINA DE ORBIGO;VEGUELLINA DE ORBIGO;665393779;;;;;;
Restaurante / Bar;1;CASA KIKE;CARRETERA, 26;24690;León;Villamanín;BUSDONGO DE ARBAS;BUSDONGO DE ARBAS;987598070;;;;;;
Restaurante;1;GATITO;PANDURO VILLAFAÑE;24220;León;Valderas;VALDERAS;VALDERAS;987762211;;;;;;
Restaurante;1;EL SELLA;JUAN MADRAZO, 2;24002;León;León;LEON;LEON;987271191;;;;;;
Restaurante / Bar;1;LA ANJANA;SAN VICENTE MARTIR, 10;24004;León;León;LEON;LEON;987203162;;;;;;
Restaurante / Bar;1;BUENAVISTA;PARROCO PABLO DIEZ, 325;24010;León;San Andrés del Rabanedo;TROBAJO DEL CAMINO;TROBAJO DEL CAMINO;987950107;;;;;;
Restaurante / Bar;2;SAN MIGUEL;Carretera CTRA. N-630, KM. 169;24233;León;Ardón;VILLALOBAR;VILLALOBAR;987304410;987304546;;;;;
Restaurante;1;VENTA LA TUERTA;Carretera CTRA. ASTURIAS, KM. 341;24890;León;Garrafe de Torío;RIOSEQUINO DE TORIO;RIOSEQUINO DE TORIO;987685607;;;;;;
Restaurante;2;CHIPEN;LIBERTADORES, 99;24750;León;Bañeza (La);BAÑEZA (LA);BAÑEZA (LA);987640389;;;;;;
Restaurante / Bar;1;HOTELITO;Calle LAS CERCAS, 3;24146;León;Sena de Luna;CALDAS DE LUNA;CALDAS DE LUNA;663267147;;;;;;
Restaurante;1;LA MONTANA;Calle REAL,;24609;León;Pola de Gordón (La);BARRIOS DE GORDON (LOS);BARRIOS DE GORDON (LOS);987588093;;;;;;
Restaurante;1;EL PAJARO;AVDA. SAN IGNACIO DE LOYOLA, 80;24191;León;San Andrés del Rabanedo;SAN ANDRES DEL RABANEDO;SAN ANDRES DEL RABANEDO;987238708;;;;;;
Restaurante / Bar;2;NUEVO CAMBORIO;OBISPO ALVAREZ MIRANDA, 21;24009;León;León;LEON;LEON;98700000;;;;;;
Restaurante;1;MESON EL HORNO;Calle GENERAL MOSCARDO, 21;24006;León;León;LEON;LEON;987213656;;;;;;
Restaurante;1;MESON LA LEGUA;REAL, S/N;24196;León;Sariegos;CARBAJAL DE LA LEGUA;CARBAJAL DE LA LEGUA;987244025;;;;;;
Restaurante / Bar;1;LA MAGDALENA;Carretera N-VI, KM. 335;24715;León;Brazuelo;COMBARROS;COMBARROS;987606559;;;;;;
Restaurante / Bar;1;CASA YORDAS;CTRA. VILLABLINO KM. 48;24132;León;Riello;PANDORADO;PANDORADO;987580761;;;;;;
Restaurante;2;RIOS BAJOS;CERVANTES, 16;24400;León;Ponferrada;PONFERRADA;PONFERRADA;987415661;;;;;;
Restaurante / Bar;2;VALCARCE;CTRA. MADRID-CORUÑA, KM. 418;24524;León;Vega de Valcarce;PORTELA DE VALCARCE (LA);PORTELA DE VALCARCE (LA);987543180;;;987543100;;;
Restaurante;2;ADONIAS;SANTA NONIA, 16;24003;León;León;LEON;LEON;987206768;987252665;;987252676;adonias@terra.es;;
Restaurante / Bar;2;CASA TOÑO;AVDA. CONSTITUCION, 49;24210;León;Mansilla de las Mulas;MANSILLA DE LAS MULAS;MANSILLA DE LAS MULAS;987311200;;;;;;
Restaurante;1;MESON EL ANCLA;AVDA. GALICIA, 57;24400;León;Ponferrada;PONFERRADA;PONFERRADA;987416954;;;;;;
Restaurante / Cafetería;2;DON SUERO;SUERO DE QUIÑONES, AVENIDA, 15;24002;León;León;LEON;LEON;677096985;;;;;;
Restaurante;1;CORUÑA;Avenida AVDA. DE PONFERRADA;24700;León;Astorga;ASTORGA;ASTORGA;987615009;98702761;;987615009;;;
Restaurante;2;MESON CELSO II;ZAPATERIAS, 17;24003;León;León;LEON;LEON;987252353;;;;;;
Restaurante;1;MESON ASTURUM;CTRA. SANTA COLOMBA;24718;León;Astorga;MURIAS DE RECHIVALDO;;987619270;;;;;;
Restaurante;2;MESON LLANAVES;;24912;León;Boca de Huérgano;LLANAVES DE LA REINA;;987740418;;;;;;
Restaurante;1;CHICOS;LA ESTACION;24840;León;Vecilla (La);VECILLA DE CURUEÑO (LA);;987741222;;;;;;
Restaurante;1;OTERO;Calle QUEIPO DE LLANO, 18;24300;León;Bembibre;BEMBIBRE;BEMBIBRE;987511417;;;;;;
Restaurante;2;LAS PALMERAS;CTRA. MADRID-CORUÑA, KM. 396;24549;León;Carracedelo;CARRACEDELO;CARRACEDELO;987562505;987562525;;987562705;;;
Restaurante / Bar;2;MIRADOR DEL ERMITAGE;CTRA. MADRID-CORUÑA, KM. 300;24750;León;Bañeza (La);BAÑEZA (LA);BAÑEZA (LA);987641812;;;;;;
Restaurante;1;LAS MORERAS;CTRA. CABOALLES, KM.6,8;24121;León;Sariegos;AZADINOS;AZADINOS;987280796;;;;;;
Restaurante;1;JUANJO;Carretera CTRA. DE ZAMORA, KM. 8;24231;León;Onzonilla;ONZONILLA;ONZONILLA;987211460;;;;;;
Restaurante;2;GAUDI;EDUARDO CASTRO, 6;24700;León;Astorga;ASTORGA;ASTORGA;987615654;987602380;;987615040;;;
Restaurante / Bar;1;N-630;CTRA. LEON-BENAVENTE, KM. 8;24231;León;Onzonilla;ONZONILLA;ONZONILLA;656868082;;;;;;
Restaurante / Bar;1;YERARD - 44;AVDA. GENERALISIMO, S/N;24270;León;Carrizo;CARRIZO DE LA RIBERA;CARRIZO DE LA RIBERA;987357267;;;;;;
Restaurante;1;GELIN;Avenida AVDA. GENERALISIMO, 1;24270;León;Carrizo;CARRIZO DE LA RIBERA;CARRIZO DE LA RIBERA;987357093;;;;;;
Restaurante;2;LOS REMOS;Carretera CTRA. LEON-CABOALLES, KM. 5;24121;León;Sariegos;AZADINOS;AZADINOS;987229456;;;;;;
Restaurante;2;MESON LA HERRERIA;PIO CELA, 27;24350;León;Villarejo de Órbigo;VEGUELLINA DE ORBIGO;;987376335;;;987376427;;;
Restaurante / Bar;1;EL MOLINO;Barrio BARRIO ESTACION, 13;24343;León;Burgo Ranero (El);BURGO RANERO (EL);BURGO RANERO (EL);987330031;987330161;;;;;
Restaurante;2;POLIDEPORTIVO;Calle POLIDEPORTIVO;24152;León;Vegaquemada;VEGAQUEMADA;VEGAQUEMADA;;;;;;;
Restaurante;2;LAS ROCAS;Carretera CTRA. CISTIERNA;24920;León;Valdepolo;ALDEA DEL PUENTE (LA);ALDEA DEL PUENTE (LA);987336402;;;;;;
Restaurante / Cafetería;2;ATRIUM;CTRA. MADRID, ALTO PORTILLO;24227;León;Valdefresno;VALDELAFUENTE;VALDELAFUENTE;987258357;620228992;;;;;
Restaurante;2;ASTORGA;CTRA. N-VI, KM. 331;24714;León;Brazuelo;PRADORREY;PRADORREY;987617575;987602882;;987617575;;;
